Device:,rrqm/s,wrqm/s,r/s,w/s,rMB/s,wMB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
sda,4,316.2,3,516.4,0.9,3.26,16.37,8.36,16.1,444.07,13.61,1.05,54.6
dm-0,0,0,4.6,804.2,0.02,3.14,8,6.51,8.05,62.35,7.74,0.11,9.04
dm-1,0,0,2.4,28.4,0.88,0.12,66.03,5.16,167.49,539.67,136.04,16.53,50.9
sda,30.4,0,26.2,5.4,0.73,0.02,48.91,0.88,27.58,32.76,2.41,15.13,47.82
dm-0,0,0,54.8,0,0.21,0,8,1.6,28.57,28.57,0,8.22,45.02
dm-1,0,0,2,5.4,0.53,0.02,151.35,0.21,28.24,98,2.41,6.92,5.12
sda,160,0.8,81,18.8,0.95,0.08,21.05,2.84,28.28,33.61,5.35,9.99,99.74
dm-0,0,0,241.8,0,0.94,0,8,7.61,31.52,31.52,0,4.12,99.72
dm-1,0,0,0,19.6,0,0.08,8.24,0.1,5.16,0,5.16,2.13,4.18
sda,138.2,1,94.4,31.8,0.95,0.14,17.7,3.57,28.04,29.64,23.29,7.92,100
dm-0,0,0,231.2,0,0.9,0,8,8.8,37.84,37.84,0,4.33,100
dm-1,0,0,1,32.8,0.05,0.14,11.5,0.82,24.18,76.4,22.59,6.21,21
sda,300,456.2,105.4,509.2,1.57,2.83,14.68,58.35,71.7,26.57,81.04,1.63,100
dm-0,0,0,406,966.2,1.59,3.77,8,189.71,54.22,17.79,69.53,0.73,100
dm-1,0,0,0,31.2,0,0.13,8.29,0.46,12.06,0,12.06,13.22,41.26
sda,133.6,250.2,137.2,147.6,3.08,2.49,40.12,25.6,140.1,60.1,214.46,3.51,99.98
dm-0,0,0,227.8,352.2,0.89,1.38,8,133.38,428.81,54.43,670.95,1.72,99.98
dm-1,0,0,42.2,20.6,2.18,0.09,73.81,5.65,91.38,104.28,64.93,5.31,33.32
sda,19.8,5290.4,69.2,569.8,2.23,23,80.88,133.65,208,390.4,185.85,1.56,100
dm-0,0,0,34.6,5860.2,0.14,22.89,8,1015.92,171.94,186.69,171.85,0.17,100.02
dm-1,0,0,55,18.2,2.11,0.08,61.11,29.16,398.34,436.31,283.63,7.86,57.56
sda,185,0,80.6,0.4,1.07,0,26.96,4.87,69.42,67.61,433,12.35,100
dm-0,0,0,264.2,0,1.03,0,8,14.18,62.57,62.57,0,3.79,100
dm-1,0,0,1.2,0.4,0.03,0,40,0.25,158.5,67,433,123,19.68
sda,84.4,0,76.2,1.6,0.63,0,16.72,2.33,30.05,29.4,61,12.84,99.9
dm-0,0,0,160.2,0,0.63,0,8,4.58,28.92,28.92,0,6.23,99.88
dm-1,0,0,0,1.6,0,0,4,0.1,61,0,61,61,9.76
sda,142.8,0,104,2,0.97,0,18.75,1.57,14.64,14.18,38.7,9.41,99.7
dm-0,0,0,246.6,0,0.96,0,8,3.35,13.52,13.52,0,4.04,99.68
dm-1,0,0,0.2,2,0,0,5.09,0.08,35.18,0,38.7,35.18,7.74
sda,625.2,0.6,148.6,4.8,3.02,0.02,40.61,2.26,14.89,15.05,9.75,6.49,99.48
dm-0,0,0,773.8,0,3.02,0,8,6.25,8.1,8.1,0,1.29,99.5
dm-1,0,0,0,5.2,0,0.02,7.88,0.05,9.04,0,9.04,8.81,4.58
sda,147.6,0.4,106.8,54,0.99,0.22,15.36,3.35,20.84,28.71,5.28,6.21,99.86
dm-0,0,0,254.6,0,0.99,0,8,6.56,25.7,25.7,0,3.92,99.82
dm-1,0,0,0,54.4,0,0.22,8.12,0.38,5.25,0,5.25,2.71,14.72
sda,107.2,0,79.2,18.4,0.76,0.08,17.64,2.07,21.22,25.82,1.46,10.11,98.66
dm-0,0,0,183.6,0,0.72,0,8,4.96,27.11,27.11,0,5.37,98.64
dm-1,0,0,2.4,18.4,0.04,0.08,11.62,0.09,4.42,27.17,1.46,1.67,3.48
sda,101.6,0.6,55.2,36,0.61,0.15,17.19,2.15,22.68,30.76,10.29,10.87,99.14
dm-0,0,0,157.4,0,0.61,0,8,5.08,31.71,31.71,0,6.29,99.04
dm-1,0,0,0.2,36.6,0,0.15,8.61,0.37,10.08,1,10.13,2.49,9.18
sda,76.6,0.6,106.6,29.6,0.71,0.13,12.57,2.35,17.06,19.88,6.9,7.33,99.84
dm-0,0,0,182.8,0,0.71,0,8,4.14,21.26,21.26,0,5.46,99.84
dm-1,0,0,0,30.2,0,0.13,8.58,0.2,6.77,0,6.77,1.42,4.3
sda,81.8,0,44.6,1.6,0.49,0,21.96,1.72,38.57,37.31,73.75,21.34,98.58
dm-0,0,0,126.2,0,0.49,0,8,4.72,37.46,37.46,0,7.81,98.56
dm-1,0,0,0,1.6,0,0,4,0.12,73.62,0,73.62,73.62,11.78
sda,124.6,1,43.8,30.4,0.67,0.13,21.92,1.23,17.24,28.35,1.22,9.62,71.36
dm-0,0,0,168,0,0.66,0,8,3.9,25.25,25.25,0,4.23,71
dm-1,0,0,0.2,31.2,0,0.13,8.39,0.04,1.22,1,1.22,0.36,1.12
sda,362,1,88.8,34.2,3.39,0.15,58.84,1.85,14.83,19.75,2.06,5.74,70.6
dm-0,0,0,443.2,0,1.73,0,8,3.48,7.68,7.68,0,1.54,68.44
dm-1,0,0,8.2,35.2,1.66,0.15,85.42,0.63,14.52,68.22,2.01,2.92,12.66
sda,104.2,0,71.2,11.8,0.69,0.05,18.02,2.4,29.08,31.73,13.12,12.03,99.82
dm-0,0,0,174.8,0,0.68,0,8,5.54,31.41,31.41,0,5.71,99.8
dm-1,0,0,0,11.8,0,0.05,7.86,0.15,13.12,0,13.12,3.86,4.56
sda,222,272.8,66.8,211.4,2.16,1.89,29.85,9.61,34.58,37.16,33.76,3.52,97.86
dm-0,0,0,285.8,474.2,1.12,1.85,8,22.5,29.75,21.19,34.91,1.29,97.84
dm-1,0,0,3.4,10,1.05,0.04,166.09,0.74,55,123.12,31.84,17.79,23.84
sda,104.2,0.4,72.8,28.6,0.7,0.12,16.41,2.75,26.87,33.75,9.36,9.79,99.32
dm-0,0,0,176.6,0,0.69,0,8,6.36,35.99,35.99,0,5.62,99.32
dm-1,0,0,0.4,29,0,0.12,8.27,0.27,9.1,0.5,9.22,3.33,9.8
sda,106,0.6,91,62.6,1.29,0.25,20.48,2.99,17.81,28.44,2.36,5.93,91.08
dm-0,0,0,171.4,0,0.67,0,8,5.44,31.87,31.87,0,5.23,89.7
dm-1,0,0,38,63.2,1.28,0.25,31.07,1.12,8.3,18.21,2.34,0.74,7.5
sda,412.2,0,115,4.2,2.67,0.01,46.08,3.04,27.7,27.37,36.57,8.38,99.84
dm-0,0,0,514.6,0,2.01,0,8,11.15,21.4,21.4,0,1.94,99.7
dm-1,0,0,0,4,0,0.01,6.85,1.22,373.6,0,38.4,33.8,13.52
sda,1298.8,1.6,216.8,31.2,5.93,0.13,50.06,1.37,5.6,5.45,6.71,3.59,89.1
dm-0,0,0,1515.2,0,5.92,0,8,8.29,5.56,5.56,0,0.59,88.98
dm-1,0,0,0,32.8,0,0.13,8.2,0.22,6.73,0,6.73,1.79,5.88
sda,7.6,37.8,14.2,38.8,1.23,0.79,78.07,1.06,20.06,72.49,0.88,2.4,12.7
dm-0,0,0,11,0,0.04,0,8,0.17,15.36,15.36,0,3.4,3.74
dm-1,0,0,10.8,76.6,1.19,0.79,46.33,1.04,11.92,90.02,0.9,1.03,9
sda,1.4,995,5.6,970.8,0.11,17.51,36.97,42.03,37.58,165.96,36.84,0.82,79.64
dm-0,0,0,1.6,939.6,0.01,3.67,8,2.76,2.55,0,2.56,0.12,11.34
dm-1,0,0,9.6,1030.8,0.3,14.29,28.72,111.46,102.01,96.81,102.06,0.75,77.54
sda,42.2,514.6,92.6,423,4.18,14.76,75.21,15.16,39.69,127.59,20.45,1.42,73.22
dm-0,0,0,51.4,0,0.2,0,8,4.12,86.97,86.97,0,7.93,40.74
dm-1,0,0,79.6,933,3.81,14.31,36.64,22.98,27.93,141.08,18.27,0.62,63.22
sda,41,437.4,29.2,485.2,2.08,12.86,59.47,2.97,5.63,43.53,3.35,1.38,71.02
dm-0,0,0,56.8,16.2,0.22,0.06,8,2.57,34.64,43.93,2.06,8.24,60.18
dm-1,0,0,13.8,906.4,2.1,12.79,33.15,3.58,3.83,40.71,3.27,0.29,26.98
sda,45.8,616,73.6,470.6,4.65,12.43,64.28,18.65,34.3,93.97,24.97,1.72,93.8
dm-0,0,0,64.6,0,0.25,0,8,2.45,38.62,38.62,0,9.32,60.2
dm-1,0,0,54.4,1086.8,4.22,12.43,29.88,39.01,34.17,111.43,30.31,0.49,55.4
sda,8.45,966.99,315.32,422.79,29.81,10.62,112.16,59.94,79,73.63,83.01,1.56,115.07
dm-0,0,0,10.41,888.61,0.04,3.47,8,319.83,355.76,40.94,359.45,0.48,42.87
dm-1,0,0,335.95,500.98,30.64,7.14,92.45,52.45,60.75,80.26,47.67,1.33,111.04
sda,8.45,185.51,130.99,88.93,15.57,1.07,155.01,12.73,65.52,105.81,6.18,3.4,74.71
dm-0,0,0,12.27,270.82,0.05,1.06,8,1.46,5.17,27.67,4.15,0.43,12.27
dm-1,0,0,130.38,3.42,14.61,0.01,223.88,13.11,106.62,107.92,57.24,5.41,72.37
sda,9.8,0,29.2,1.4,3.13,0,209.62,4.83,132.16,135.79,56.43,20.2,61.82
dm-0,0,0,12,0,0.05,0,8,0.81,48.42,48.42,0,10.95,13.14
dm-1,0,0,27.6,1.6,3.12,0,219.29,4.7,134.94,139.9,49.38,21.14,61.74
sda,112,0,34,0.4,1.46,0,86.7,3.58,118.73,110.18,845.5,28.63,98.5
dm-0,0,0,135.2,0,0.53,0,8,9.37,57.53,57.53,0,7.27,98.32
dm-1,0,0,10.6,0.4,0.83,0,155.49,1.97,243.93,221.23,845.5,35.75,39.32
sda,31.2,0,16,1.8,0.89,0,103.1,1.29,77.76,78.47,71.44,15.37,27.36
dm-0,0,0,36.6,0,0.14,0,8,1.69,95.89,95.89,0,5.72,20.94
dm-1,0,0,11,1.6,1.19,0,194.03,1,68.02,66.22,80.38,8.05,10.14
sda,4.2,1.2,6,20.8,0.65,0.1,57.29,0.69,35.19,142.43,4.26,7,18.76
dm-0,0,0,4.8,0,0.02,0,8,0.09,18,18,0,2.25,1.08
dm-1,0,0,4.4,21.6,0.17,0.1,21.52,0.68,35.98,191.82,4.23,6.82,17.72
sda,1.4,0.2,11.2,2.4,0.18,0.01,29.41,18.95,1013.15,1205.07,117.5,70.03,95.24
dm-0,0,0,2,0,0.01,0,8,1.42,708.6,708.6,0,93.3,18.66
dm-1,0,0,12.2,2.8,0.32,0.01,45.23,18.77,907.03,1089.97,109.93,63.49,95.24
sda,1.4,0,2.2,1.8,0.23,0,119.2,0.69,1465.25,2606,71,38.95,15.58
dm-0,0,0,1.6,0,0.01,0,8,0.1,60,60,0,7.5,1.2
dm-1,0,0,0.4,1.6,0.08,0,84.8,0.68,2924.4,14303,79.75,71.8,14.36
sda,1.4,0,0.6,2,0.03,0,27.69,0.01,5.38,21.67,0.5,5.38,1.4
dm-0,0,0,1.6,0,0.01,0,8,0.04,25,25,0,3.13,0.5
dm-1,0,0,0.4,2,0.02,0,24.67,0.01,3.75,20,0.5,3.75,0.9
sda,2.8,0,7.4,2,0.78,0,170.21,0.26,28.04,35.49,0.5,4.85,4.56
dm-0,0,0,3.4,0,0.01,0,8,0.15,45.59,45.59,0,10.59,3.6
dm-1,0,0,6.8,2,0.76,0,178.73,0.23,25.86,33.32,0.5,1.09,0.96
sda,1.4,0,6.8,2,0.73,0,170,0.73,83.45,107.15,2.9,4.25,3.74
dm-0,0,0,1.6,0,0.01,0,8,0.06,35,35,0,4.38,0.7
dm-1,0,0,6.6,2,0.72,0,172.47,0.73,84.58,109.33,2.9,4.14,3.56
sda,1.4,0.4,0.4,4,0.01,0.01,9.45,0.01,1.77,14,0.55,1.77,0.78
dm-0,0,0,1.8,0,0.01,0,8,0.02,10.11,10.11,0,3.11,0.56
dm-1,0,0,0,4.2,0,0.01,6.48,0,0.57,0,0.57,0.52,0.22
sda,0,0,3.8,4.2,0.29,0.02,78.8,0.11,14.05,28.79,0.71,12.7,10.16
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,3.8,4.2,0.29,0.02,78.8,0.11,14.05,28.79,0.71,12.7,10.16
sda,4.2,0,0.6,2.2,0.02,0,17.14,0.03,10.21,44.33,0.91,10.21,2.86
dm-0,0,0,4.8,0,0.02,0,8,0.21,44.33,44.33,0,5.54,2.66
dm-1,0,0,0,2.2,0,0,4.36,0,0.91,0,0.91,0.91,0.2
sda,7,0,1,2.4,0.03,0.01,24.47,0.1,28.71,92.2,2.25,18.12,6.16
dm-0,0,0,8,0,0.03,0,8,0.74,92.2,92.2,0,7.03,5.62
dm-1,0,0,0,2.4,0,0.01,8,0.01,2.25,0,2.25,2.25,0.54
sda,60.6,0,16.8,2,0.53,0,58.55,0.66,33.82,35.45,20.1,18.6,34.96
dm-0,0,0,73.2,0,0.29,0,8,2.54,32.41,32.41,0,4.51,33.02
dm-1,0,0,4.4,2,0.25,0,82.5,0.27,41.69,51.5,20.1,9.22,5.9
sda,124.4,0.6,32,10,0.66,0.05,34.29,1.29,30.97,38.34,7.38,19.43,81.62
dm-0,0,0,151.6,0,0.59,0,8,5.23,35.39,35.39,0,5.04,76.48
dm-1,0,0,5.2,10.6,0.07,0.05,15.09,0.23,14.53,29.96,6.96,7.61,12.02
sda,95.4,79.8,102.8,98.6,3.46,2.69,62.57,10.18,48.4,77.53,18.03,3.93,79.24
dm-0,0,0,120,0,0.47,0,8,5.21,43.66,43.66,0,5.7,68.4
dm-1,0,0,78.8,178.2,3.45,2.69,48.94,12.08,45.53,88.42,26.56,1.41,36.32
sda,6.4,399.6,2.8,397,0.5,12.75,67.9,1.21,3.98,261.71,2.16,1.07,42.66
dm-0,0,0,7.8,0,0.03,0,8,0.43,54.87,54.87,0,8.13,6.34
dm-1,0,0,0.4,796.6,0,12.75,32.78,2.25,3.3,1669,2.46,0.47,37.3
sda,2,626.2,135.8,515.4,11.36,14.42,81.08,34.58,52.19,132.25,31.09,1.35,87.66
dm-0,0,0,2.6,0,0.01,0,8,0.06,23.08,23.08,0,5.15,1.34
dm-1,0,0,138.2,1141.6,12.2,14.42,42.59,62.37,48.29,130.08,38.39,0.69,87.72
sda,40.31,1285.91,335.23,843.25,23.02,23.85,81.44,27.86,23.77,57.11,10.52,0.7,82.7
dm-0,0,0,48.53,0,0.19,0,8,2.55,52.44,52.44,0,7.91,38.38
dm-1,0,0,397.46,2130.33,23.14,23.88,38.09,45.59,18.08,51.17,11.91,0.3,76.79
sda,30.54,386.83,878.04,314.97,94.94,7.63,176.07,28.19,23.82,29.88,6.9,0.78,92.79
dm-0,0,0,29.94,9.78,0.12,0.04,8,1.03,26.07,32.05,7.78,3.66,14.53
dm-1,0,0,956.29,690.42,94.93,7.56,127.47,33.69,20.64,29.23,8.74,0.56,92.51
sda,44.82,6.37,534.66,58.57,68.97,0.26,239.01,20.41,34.61,33.71,42.78,1.59,94.28
dm-0,0,0,55.98,6.18,0.22,0.02,8,3.57,57.45,63.43,3.26,9.45,58.75
dm-1,0,0,559.16,58.76,67.74,0.24,225.3,20.15,32.8,31.78,42.56,1.16,71.71
sda,5.6,0.6,44.2,12.8,2.33,0.06,85.69,2.23,39.7,50.96,0.81,3.28,18.7
dm-0,0,0,6.4,0,0.03,0,8,0.2,31,31,0,3.88,2.48
dm-1,0,0,42.8,13.2,2.04,0.06,76.48,2.21,39.97,52.05,0.82,2.99,16.76
sda,0,0.4,3.8,4.6,0.29,0.02,75.43,0.09,10.76,17.74,5,9.9,8.32
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,3.8,5,0.29,0.02,72,0.09,10.27,17.74,4.6,9.45,8.32
sda,4.2,0.2,10,21.4,0.24,0.09,21.2,0.27,8.45,25.8,0.34,2.28,7.16
dm-0,0,0,4.8,0,0.02,0,8,0.21,43,43,0,5.38,2.58
dm-1,0,0,9.4,21.6,0.22,0.09,20.23,0.24,7.72,24.7,0.33,1.48,4.58
sda,0,0.2,0,16.6,0,0.07,8.1,0.01,0.45,0,0.45,0.18,0.3
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,0,16.8,0,0.07,8,0.01,0.44,0,0.44,0.17,0.28
sda,11,0.6,2.2,19.2,0.07,0.08,13.98,0.07,3.16,28,0.31,2.49,5.32
dm-0,0,0,12.6,0,0.05,0,8,0.36,28.46,28.46,0,3.62,4.56
dm-1,0,0,0.6,19.8,0.02,0.08,9.73,0.02,1.09,26.67,0.31,0.37,0.76
sda,0.8,0.2,0.2,36.2,0,0.15,8.4,0.03,0.71,1,0.71,0.34,1.24
dm-0,0,0,1,0,0,0,8,0.02,0,0,0,3.4,0.34
dm-1,0,0,0.2,36.4,0,0.15,8.35,0.03,0.71,1,0.71,0.25,0.9
sda,159.4,0.4,42.2,23,0.8,0.09,28.02,1.17,17.94,25.88,3.37,13.54,88.26
dm-0,0,0,201.4,0,0.79,0,8,5.7,28.38,28.38,0,4.35,87.62
dm-1,0,0,0.2,23.2,0.01,0.09,8.95,0.09,3.66,32,3.41,2.74,6.4
sda,125.8,0.4,47.2,33.8,1.09,0.14,31.21,2.23,27.58,35.78,16.12,12.34,99.92
dm-0,0,0,170.6,0,0.67,0,8,4.67,27.2,27.2,0,5.86,99.92
dm-1,0,0,2.4,34.2,0.43,0.14,32.09,0.82,22.5,116.08,15.93,2.52,9.22
sda,732.25,28.98,361.42,20.92,16.96,0.2,91.88,13.85,36.2,37.97,5.58,2.63,100.6
dm-0,0,0,884.84,33.97,3.46,0.13,8,11.76,12.78,13.24,0.9,1,92.13
dm-1,0,0,213.82,16.89,14.27,0.07,127.34,12.45,53.97,57.72,6.6,2.11,48.73
sda,88.4,813.8,86.4,350.2,6.19,4.56,50.39,96.45,220.73,449.88,164.2,2.27,99.3
dm-0,0,0,99.6,1126.6,0.39,4.4,8,162.62,132.57,160.25,130.12,0.81,99.26
dm-1,0,0,95.8,37.6,4.99,0.15,79.04,52.62,394.19,532.2,42.56,7.09,94.58
sda,348.8,11.4,181,53,8.07,0.25,72.83,17.32,74.26,86.36,32.93,4.27,99.94
dm-0,0,0,451.6,13.2,1.76,0.05,8,9.27,20.17,19.16,54.91,2.15,99.92
dm-1,0,0,78,50,6.3,0.2,103.92,14.96,117.16,171.63,32.19,2.74,35.1
sda,222.8,0.6,81.8,20.4,3.13,0.09,64.47,2.39,23.19,28.22,3,7.53,76.94
dm-0,0,0,278.6,0,1.09,0,8,4.35,15.65,15.65,0,2.42,67.34
dm-1,0,0,26.6,21,2.24,0.09,99.93,1.45,29.94,51.27,2.92,3.09,14.72
sda,12.96,11.85,260.56,31.85,23.44,0.17,165.4,40.29,134.66,142.68,69.1,3.21,93.74
dm-0,0,0,14.26,14.81,0.06,0.06,8,3.13,95.41,114.21,77.33,10.76,31.28
dm-1,0,0,292.96,28.7,23.83,0.11,152.48,44.97,137.12,143.77,69.28,2.86,92.09
sda,3.59,0.63,73.84,20.46,6.55,0.09,144.09,5.46,69.16,87.87,1.65,5.84,55.04
dm-0,0,0,5.7,0,0.02,0,8,0.4,141.44,141.44,0,12.44,7.09
dm-1,0,0,68.35,21.1,5.81,0.09,134.92,5.47,72.5,94.38,1.62,6.15,55.04
sda,11.18,91.61,501.32,19.57,35.61,0.44,141.71,292.38,552.45,527.9,1181.12,4.45,231.97
dm-0,0,0,10.2,102.96,0.04,0.4,8,161.54,1424.61,360.1,1530.04,9.39,106.3
dm-1,0,0,565.62,8.22,37.15,0.03,132.69,312.01,530.49,527.45,739.24,4.04,231.97
sda,1.85,182.04,42.17,152.81,3.17,4.8,83.75,41.01,175.84,343.79,129.49,2.16,42.16
dm-0,0,0,2.39,0,0.01,0,8,1.16,549.87,549.87,0,92.61,22.14
dm-1,0,0,42.17,341.02,2.86,4.99,41.95,77.03,182.03,406.12,154.32,1.1,42.16
sda,15.2,203.8,93.4,173.6,7.22,6.29,103.63,82.81,381.33,469.49,333.9,3.49,93.06
dm-0,0,0,17,0,0.07,0,8,0.94,55.2,55.2,0,7.87,13.38
dm-1,0,0,101,364.4,6.8,6.41,58.17,152.94,379.82,475.85,353.2,2,92.9
sda,25,868.4,39.8,545.4,4.21,16.08,71,34.49,62.6,176.4,54.29,1.52,89.24
dm-0,0,0,29.8,0,0.12,0,8,2.51,81.37,81.37,0,10.73,31.98
dm-1,0,0,34.2,1422,3.83,16.04,27.94,83.72,57.49,194.84,54.19,0.61,88.94
sda,49.4,296,70.2,299.6,5.06,6.38,63.37,20.77,61.14,148.17,40.75,2.57,94.94
dm-0,0,0,60.6,0,0.24,0,8,7.87,130.64,130.64,0,15.64,94.8
dm-1,0,0,59.6,584.2,4.38,5.82,32.44,30.18,53.44,151.59,43.42,1.47,94.88
sda,58.4,0.4,118.4,25.2,8.85,0.15,128.38,29.47,186.95,219.93,31.95,6.96,100
dm-0,0,0,71.4,0,0.28,0,8,9.92,139.52,139.52,0,9.49,67.76
dm-1,0,0,106.8,27.2,8.58,0.15,133.42,27.9,187.79,228.08,29.61,7.46,100
sda,66.6,0.8,158.2,15.6,12.76,0.07,151.21,42.04,248.28,247.78,253.29,5.75,100
dm-0,0,0,80.8,0,0.32,0,8,9.13,111.13,111.13,0,7.92,64.02
dm-1,0,0,146.8,14.4,13.26,0.06,169.21,40.58,259.36,256.69,286.53,6.2,100
sda,18.6,0.6,120.8,15.2,11.82,0.07,179.06,35.98,271.58,277.91,221.32,7.35,100
dm-0,0,0,23.4,0.8,0.09,0,8,3.39,139.31,133.68,304,18.02,43.6
dm-1,0,0,116,15,11.14,0.07,175.24,35.22,276.18,283.74,217.76,7.63,100
sda,18.2,74.6,160.2,109,15.38,0.72,122.52,36.01,131.99,126.04,140.74,3.71,100
dm-0,0,0,22,175.2,0.09,0.68,8,21.58,110.29,97.27,111.92,2.18,42.92
dm-1,0,0,153.8,10.4,15.03,0.05,188.11,21.64,128.44,128.88,122,6.09,100
sda,28.2,2.6,151.6,19.2,9.97,0.09,120.68,23.95,146.64,151.08,111.62,5.84,99.8
dm-0,0,0,37.8,2.8,0.15,0.01,8,4.84,119.26,96.03,432.79,11.03,44.78
dm-1,0,0,147.4,16.6,10.41,0.07,130.9,23.09,147.85,150.66,122.87,6.08,99.78
sda,1.8,82.4,79,44.4,16.29,0.53,279.05,25.46,201.55,265.45,87.86,8.18,100.88
dm-0,0,0,1.6,113.8,0.01,0.44,8,11.91,103.23,110,103.13,1.17,13.52
dm-1,0,0,82.4,13,16.65,0.08,359.19,23.63,241.49,275.22,27.71,10.58,100.9
sda,42.6,86.8,120.8,63,21.41,0.99,249.55,27.3,149.24,167.36,114.49,6.45,118.56
dm-0,0,0,51.2,132.6,0.2,0.52,8,23.52,125.79,97.76,136.62,4.71,86.52
dm-1,0,0,110,17.2,20.67,0.47,340.3,19.76,156.83,175.49,37.55,9.32,118.56
sda,25.24,203.06,149.9,112.81,22.66,1.53,188.61,48.56,184.26,174.6,197.1,3.36,88.16
dm-0,0,0,30.02,267.88,0.12,1.05,8,72.66,245.21,132.81,257.81,1.89,56.33
dm-1,0,0,157.55,47.99,23.13,0.49,235.34,31.43,151.96,174.16,79.08,4.29,88.11
sda,13.2,23.2,86.4,47,27.62,1.28,443.67,10.43,77.87,104,29.82,7.16,95.48
dm-0,0,0,16.4,25.6,0.06,0.1,8,4.1,97.73,35.46,137.62,3.42,14.36
dm-1,0,0,84.6,44.6,28.13,1.18,464.52,9.69,74.66,104.71,17.67,7.39,95.48
sda,1.2,24.8,174.4,28.8,28.17,0.6,289.94,29.38,141.51,153.64,68.1,5.42,110.1
dm-0,0,0,1.2,39.4,0,0.15,8,6.6,162.54,15,167.04,3.89,15.8
dm-1,0,0,196.4,14,27.5,0.44,271.97,31.51,146.79,154.74,35.19,5.23,110.1
sda,13.8,269.8,118.6,215.4,22.76,6.71,180.68,21.99,61.07,124.47,26.17,2.56,85.62
dm-0,0,0,16.2,171.4,0.06,0.67,8,8.3,44.22,91.56,39.74,1.34,25.1
dm-1,0,0,125.6,315.8,25.44,6.14,146.56,21.58,45.03,115.66,16.94,1.94,85.64
sda,29.47,621.61,255.8,257.37,39.78,11.68,205.35,46.85,96.64,147.82,45.76,1.95,100.02
dm-0,0,0,32.42,694.89,0.13,2.71,8,29.74,40.89,58.13,40.08,0.39,28.51
dm-1,0,0,263.65,182.32,36.43,8.86,208.01,45.27,107.95,159.25,33.77,2.24,100.02
sda,20.2,28.2,135.6,12.2,26.24,0.41,369.3,15.8,106.39,112.92,33.87,6.86,101.36
dm-0,0,0,23.6,35,0.09,0.14,8,2.67,43.09,32.08,50.51,1.63,9.58
dm-1,0,0,135,5.4,26.29,0.28,387.48,15.47,109.46,113,21,7.22,101.38
sda,2.2,192.4,109,24.6,25.07,2.24,418.65,13.17,98.84,116.09,22.37,7.14,95.36
dm-0,0,0,2.6,201.6,0.01,0.79,8,1.77,8.66,21.69,8.49,0.09,1.78
dm-1,0,0,108.4,15.2,24.92,1.45,437.02,13.12,106.44,116.65,33.66,7.71,95.34
sda,16.6,96.8,113.6,15.6,27.91,1.65,468.66,11.15,84.69,93.71,18.96,7.61,98.26
dm-0,0,0,19,100.2,0.07,0.39,8,1.4,11.75,43.05,5.82,1.06,12.58
dm-1,0,0,118.8,12.2,28.56,1.26,466.24,11.76,88.35,94.06,32.72,7.51,98.4
sda,3.4,41.8,83.6,15.2,25.41,1.1,549.68,10.85,111.95,122.82,52.14,9.71,95.98
dm-0,0,0,4.4,46.2,0.02,0.18,8,3.62,71.55,111.73,67.72,1.86,9.4
dm-1,0,0,81.8,10.6,24.8,0.92,570.04,10.43,114.73,124.12,42.26,10.39,95.98
sda,3.8,9.2,94.6,10.8,25.66,1.57,529.11,9.86,94.17,103.03,16.59,9.02,95.02
dm-0,0,0,4.6,10.4,0.02,0.04,8,0.44,29.4,85.04,4.79,3.48,5.22
dm-1,0,0,92.8,9.6,25.48,1.53,540.27,9.8,96.34,104.42,18.25,9.28,95.02
sda,5.6,211.6,123.2,51.4,33.22,8.32,487.29,9.34,52.79,68.5,15.14,5.29,92.44
dm-0,0,0,6.4,222,0.03,0.87,8,7.37,32.27,19.5,32.64,0.13,3.02
dm-1,0,0,123,41,33.59,7.45,512.49,8.9,53.66,68.49,9.19,5.58,91.48
sda,97.45,0.78,112.16,5.1,26.77,0.78,481.18,9.85,85.18,88.06,21.88,7.52,88.16
dm-0,0,0,116.08,0,0.45,0,8,2.78,23.71,23.71,0,2.65,30.73
dm-1,0,0,92.16,5.88,25.54,0.78,549.76,9.4,97.35,102.3,19.77,8.92,87.47
sda,166.12,67.96,148.16,51.22,25.32,2.92,290.1,26.04,125.39,141.8,77.93,5.09,101.53
dm-0,0,0,194.08,101.43,0.76,0.4,8,15.4,52.21,23.46,107.22,1.19,35.29
dm-1,0,0,128.78,17.76,26.58,2.53,406.76,21.63,140.47,156.97,20.82,6.8,99.59
sda,23,119.4,199.2,43.4,24.55,7.36,269.39,34.06,144.03,167.71,35.34,4.08,98.9
dm-0,0,0,28.8,127.4,0.11,0.5,8,7.49,47.97,127.56,29.97,2.87,44.82
dm-1,0,0,206.6,35.4,22.73,6.86,250.42,35.08,148.65,168.01,35.64,4.07,98.6
sda,2.8,328.6,124.4,113.4,20.32,8.96,252.16,36.59,149.99,184.49,112.14,4.03,95.84
dm-0,0,0,3.2,400.2,0.01,1.56,8,53.28,132.07,157,131.87,0.47,18.86
dm-1,0,0,127.2,41.8,20.85,7.4,342.25,28.12,160.96,179.94,103.19,5.66,95.62
sda,74.8,649.6,216.6,142.8,27.01,14.25,235.1,40.49,104.95,121.19,80.33,3.3,118.62
